Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,taux_absence,heures_moy_par_jour,total_heures_travaillees
45,No,Travel_Rarely,Research & Development,3,3,Medical,2559,Female,2,Sales Executive,Married,37600,0.0,14,1,10.0,2,9,3,8,2,3,2.0,4.0,2.0,8.81,7.11,1693.14
36,No,Travel_Frequently,Research & Development,5,3,Medical,2560,Female,4,Manufacturing Director,Single,177790,1.0,17,1,10.0,5,10,0,8,1,3,2.0,4.0,2.0,11.49,6.54,1510.08
40,No,Travel_Rarely,Research & Development,3,3,Other,2561,Male,1,Sales Executive,Divorced,68330,2.0,13,0,22.0,3,19,11,16,3,3,1.0,1.0,3.0,12.64,6.81,1552.39
26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,2562,Male,2,Human Resources,Married,68120,1.0,13,0,1.0,2,1,1,0,2,3,2.0,3.0,2.0,7.66,9.31,2242.8
27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,2563,Male,2,Manufacturing Director,Single,51710,0.0,20,1,9.0,1,8,0,7,2,4,1.0,3.0,2.0,11.49,7.59,1754.14
48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,2564,Male,2,Research Director,Divorced,197400,3.0,14,0,24.0,2,22,4,7,4,3,4.0,4.0,3.0,6.9,7.19,1746.1
44,No,Travel_Rarely,Sales,1,2,Medical,2565,Male,4,Manager,Married,187110,2.0,12,1,10.0,0,2,2,2,3,3,2.0,1.0,3.0,11.11,7.08,1642.14
34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,2566,Female,1,Sales Representative,Married,36920,1.0,12,1,5.0,5,5,3,0,3,3,4.0,1.0,3.0,11.49,10.21,2359.46
56,Yes,Travel_Rarely,Human Resources,1,2,Medical,2567,Female,5,Sales Executive,Single,25590,1.0,21,0,5.0,3,4,1,0,3,4,1.0,4.0,3.0,8.05,6.9,1654.95
36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,2568,Female,3,Healthcare Representative,Married,25170,2.0,14,0,12.0,3,4,1,3,3,3,3.0,2.0,1.0,9.58,7.32,1727.33
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2569,Female,1,Sales Executive,Married,66230,5.0,18,0,14.0,3,5,1,4,3,3,3.0,2.0,3.0,10.73,6.4,1490.34
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,2570,Female,2,Sales Executive,Married,182650,9.0,12,1,18.0,4,13,5,7,3,3,3.0,1.0,4.0,11.88,7.42,1705.63
31,No,Travel_Rarely,Sales,9,4,Life Sciences,2571,Female,1,Sales Executive,Divorced,161240,2.0,23,1,8.0,2,5,1,4,2,4,3.0,4.0,3.0,8.43,8.32,1987.86
34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,2572,Female,3,Laboratory Technician,Married,25850,3.0,12,0,9.0,5,4,0,1,3,3,4.0,4.0,2.0,6.51,9.21,2248.12
31,No,Travel_Rarely,Sales,25,2,Life Sciences,2573,Female,3,Manufacturing Director,Divorced,182130,8.0,21,2,4.0,3,2,2,2,4,4,1.0,3.0,2.0,12.64,6.78,1546.58
26,No,Travel_Frequently,Sales,16,2,Life Sciences,2574,Male,2,Healthcare Representative,Married,83800,0.0,14,0,8.0,3,7,7,7,4,3,3.0,4.0,3.0,6.9,6.09,1481.04
45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,2575,Female,2,Manager,Single,29940,4.0,18,1,12.0,2,4,0,3,3,3,2.0,3.0,3.0,6.9,7.79,1892.52
33,No,Travel_Rarely,Sales,1,3,Life Sciences,2576,Female,5,Sales Executive,Single,12230,1.0,13,1,10.0,3,10,0,9,3,3,2.0,3.0,2.0,8.81,6.37,1515.33
28,No,Travel_Frequently,Sales,8,3,Life Sciences,2577,Male,4,Research Scientist,Married,11180,1.0,11,0,7.0,3,7,0,7,3,3,3.0,4.0,3.0,9.2,10.6,2511.24
29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,2578,Male,2,Sales Executive,Single,28750,1.0,11,0,1.0,3,1,0,0,3,3,3.0,1.0,3.0,6.51,6.79,1656.79
39,No,Non-Travel,Research & Development,8,5,Medical,2579,Female,2,Sales Representative,Married,188240,6.0,19,1,10.0,4,3,1,2,3,3,1.0,3.0,3.0,11.88,6.28,1444.0
27,No,Travel_Rarely,Sales,3,2,Technical Degree,2580,Male,2,Healthcare Representative,Married,135770,1.0,12,1,6.0,2,5,1,2,3,3,2.0,2.0,2.0,6.13,7.28,1784.25
34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,2581,Female,2,Manufacturing Director,Married,26250,1.0,12,3,16.0,4,15,6,11,3,3,3.0,4.0,3.0,6.51,8.9,2171.28
28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,2582,Male,1,Research Director,Single,187890,3.0,16,1,6.0,4,2,2,2,3,3,4.0,3.0,3.0,8.43,9.39,2244.89
47,No,Non-Travel,Research & Development,1,4,Medical,2583,Male,1,Research Scientist,Married,45380,8.0,11,0,16.0,3,8,1,7,3,3,3.0,2.0,4.0,9.2,6.0,1420.99
56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,2584,Female,2,Sales Executive,Married,198470,4.0,14,0,6.0,6,0,0,0,3,3,4.0,1.0,3.0,11.11,7.91,1834.36
39,No,Travel_Rarely,Research & Development,1,3,Other,2585,Female,1,Laboratory Technician,Married,105120,1.0,12,1,10.0,2,10,7,9,3,3,1.0,1.0,3.0,6.9,7.02,1705.38
38,No,Travel_Frequently,Research & Development,4,2,Medical,2586,Female,1,Manager,Divorced,44440,1.0,13,0,20.0,2,20,0,7,3,3,4.0,2.0,3.0,8.81,10.8,2570.43
58,No,Travel_Rarely,Sales,5,3,Marketing,2587,Male,5,Sales Representative,Married,21540,4.0,21,1,29.0,3,1,0,0,3,4,4.0,4.0,2.0,9.96,9.88,2322.01
32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,2588,Male,2,Laboratory Technician,Single,191900,3.0,17,1,8.0,2,4,0,3,3,3,1.0,3.0,3.0,9.96,10.22,2401.76
38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,2589,Female,1,Sales Representative,Divorced,44900,2.0,21,1,10.0,1,5,0,3,3,4,2.0,4.0,4.0,8.05,7.62,1827.81
49,No,Travel_Frequently,Sales,11,4,Life Sciences,2590,Male,2,Research Scientist,Married,35060,3.0,11,1,28.0,4,5,4,3,2,3,2.0,4.0,3.0,8.81,6.34,1508.0
42,No,Travel_Rarely,Sales,1,3,Life Sciences,2591,Female,1,Sales Executive,Divorced,23720,3.0,12,1,14.0,3,0,0,0,3,3,2.0,4.0,3.0,9.96,8.7,2045.36
27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,2592,Male,4,Laboratory Technician,Married,102310,1.0,13,1,1.0,2,1,0,0,3,3,1.0,2.0,3.0,11.11,6.45,1497.24
35,No,Travel_Rarely,Research & Development,25,1,Medical,2593,Male,1,Sales Executive,Married,54100,0.0,18,0,6.0,4,5,0,4,3,3,2.0,1.0,1.0,9.58,6.59,1556.34
28,No,Non-Travel,Research & Development,21,1,Medical,2594,Male,3,Research Scientist,Single,79780,1.0,16,2,5.0,2,5,1,4,3,3,3.0,3.0,2.0,12.26,6.67,1526.53
31,No,Non-Travel,Sales,23,1,Medical,2595,Male,1,Sales Executive,Divorced,38670,1.0,11,1,4.0,4,4,2,3,4,3,3.0,1.0,4.0,6.9,9.78,2377.14
36,No,Non-Travel,Research & Development,1,3,Life Sciences,2596,Male,2,Research Scientist,Married,28380,1.0,19,2,5.0,5,5,0,2,1,3,1.0,2.0,3.0,8.05,7.09,1701.3
34,No,Travel_Rarely,Sales,2,3,Marketing,2597,Male,4,Healthcare Representative,Single,46950,1.0,16,1,14.0,2,14,2,1,3,3,1.0,4.0,2.0,11.11,6.0,1391.5
34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,2598,Female,1,Research Director,Divorced,33390,1.0,16,0,9.0,2,8,1,1,2,3,4.0,3.0,2.0,8.05,6.76,1622.71
26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,2599,Male,2,Research Scientist,Single,20800,0.0,13,0,8.0,6,7,7,6,4,3,3.0,1.0,2.0,13.03,6.79,1542.42
29,No,Travel_Rarely,Research & Development,2,4,Other,2600,Male,2,Laboratory Technician,Married,20960,0.0,22,0,6.0,2,5,0,2,4,4,1.0,1.0,2.0,11.11,7.75,1798.2
32,No,Non-Travel,Research & Development,3,1,Life Sciences,2601,Male,3,Manager,Divorced,62090,5.0,17,1,9.0,5,5,1,2,4,3,3.0,4.0,3.0,10.73,6.6,1538.6
31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,2602,Female,2,Human Resources,Married,180610,1.0,14,1,10.0,2,10,8,7,3,3,4.0,1.0,3.0,8.43,6.88,1643.91
28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,2603,Female,2,Sales Representative,Divorced,171230,5.0,15,1,6.0,2,4,0,3,2,3,3.0,4.0,2.0,10.73,6.29,1465.84
38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,2604,Male,3,Sales Representative,Single,23720,4.0,12,0,20.0,3,1,0,0,2,3,1.0,1.0,2.0,10.34,7.18,1680.16
35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2605,Male,2,Sales Representative,Married,48830,1.0,18,1,10.0,1,10,0,9,1,3,3.0,4.0,3.0,8.05,8.81,2113.24
27,No,Travel_Rarely,Sales,2,3,Life Sciences,2606,Female,1,Manager,Single,39040,1.0,15,0,7.0,2,7,0,7,3,3,4.0,4.0,3.0,11.49,7.91,1828.22
32,No,Travel_Rarely,Research & Development,8,1,Medical,2607,Female,2,Research Scientist,Single,46270,8.0,17,1,8.0,2,1,0,0,2,3,4.0,4.0,3.0,6.51,7.3,1780.46
31,Yes,Travel_Frequently,Research & Development,2,1,Other,2608,Male,3,Sales Executive,Married,70940,1.0,14,1,10.0,2,10,0,8,3,3,1.0,4.0,3.0,9.58,10.3,2431.98
53,Yes,Travel_Rarely,Research & Development,18,3,Medical,2609,Male,1,Research Scientist,Single,34230,6.0,15,1,15.0,4,2,2,2,3,3,1.0,1.0,2.0,9.96,10.8,2538.71
54,No,Travel_Rarely,Research & Development,14,3,Other,2610,Male,3,Research Scientist,Married,66740,3.0,17,1,9.0,2,4,2,3,3,3,1.0,3.0,2.0,12.26,7.91,1811.68
33,No,Travel_Frequently,Research & Development,2,4,Medical,2611,Female,4,Sales Executive,Divorced,168800,1.0,14,3,9.0,2,9,2,8,3,3,4.0,3.0,3.0,11.11,7.89,1830.12
43,No,Travel_Rarely,Research & Development,3,3,Medical,2612,Male,1,Research Scientist,Married,90940,1.0,12,1,10.0,0,10,0,9,3,3,1.0,3.0,3.0,11.88,7.49,1723.16
38,No,Travel_Frequently,Research & Development,2,5,Medical,2613,Female,4,Sales Executive,Married,84460,0.0,14,0,7.0,3,6,1,2,2,3,4.0,2.0,3.0,8.43,8.02,1915.85
55,No,Travel_Rarely,Sales,9,3,Marketing,2614,Male,2,Laboratory Technician,Married,119160,4.0,15,1,35.0,3,10,1,4,2,3,3.0,2.0,3.0,9.2,8.24,1952.39
31,No,Travel_Rarely,Sales,6,3,Other,2615,Male,1,Manufacturing Director,Divorced,45340,1.0,13,0,1.0,2,1,0,0,3,3,4.0,4.0,3.0,7.28,10.8,2613.7
39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2616,Male,2,Sales Executive,Single,98520,0.0,12,1,21.0,5,20,11,10,2,3,2.0,1.0,3.0,6.9,6.1,1482.49
42,No,Non-Travel,Research & Development,10,4,Life Sciences,2617,Female,2,Research Scientist,Single,61510,1.0,13,1,20.0,3,20,3,7,3,3,4.0,3.0,3.0,10.73,6.6,1536.73
31,No,Non-Travel,Research & Development,14,2,Life Sciences,2618,Male,2,Healthcare Representative,Married,23020,4.0,14,0,13.0,3,11,4,8,3,3,3.0,3.0,4.0,12.26,6.11,1399.82
54,No,Travel_Rarely,Research & Development,1,3,Medical,2619,Female,2,Human Resources,Single,23620,6.0,13,1,9.0,2,5,1,4,4,3,3.0,1.0,3.0,11.88,10.46,2406.64
24,No,Travel_Rarely,Research & Development,5,4,Other,2620,Male,1,Manufacturing Director,Single,178610,1.0,11,2,4.0,5,4,1,2,1,3,2.0,3.0,2.0,7.28,6.88,1664.58
23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,2621,Male,2,Research Scientist,Single,191870,1.0,11,1,5.0,2,5,1,4,3,3,4.0,4.0,4.0,11.88,6.99,1607.52
40,No,Travel_Frequently,Research & Development,21,3,Medical,2622,Female,3,Research Scientist,Married,197170,1.0,21,0,10.0,1,10,9,4,2,4,4.0,3.0,4.0,11.88,7.81,1796.51
40,No,Travel_Rarely,Research & Development,8,1,Medical,2623,Female,5,Research Scientist,Married,35440,3.0,18,3,15.0,3,11,5,10,2,3,2.0,2.0,3.0,7.66,6.21,1495.6
25,No,Travel_Rarely,Sales,20,5,Medical,2624,Female,2,Laboratory Technician,Married,85000,4.0,12,0,6.0,2,2,1,2,3,3,3.0,2.0,3.0,9.58,6.19,1459.96
30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,2625,Male,2,Research Scientist,Married,46610,1.0,11,0,12.0,3,12,1,7,2,3,4.0,2.0,2.0,7.66,6.08,1465.98
25,No,Travel_Rarely,Research & Development,7,2,Medical,2626,Male,5,Sales Executive,Divorced,41030,6.0,15,1,7.0,2,2,0,2,3,3,4.0,3.0,2.0,11.88,10.19,2342.79
47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2627,Male,2,Sales Executive,Single,42490,2.0,13,1,25.0,2,17,12,11,2,3,1.0,3.0,3.0,9.96,7.8,1833.95
33,No,Non-Travel,Research & Development,1,3,Life Sciences,2628,Male,2,Research Scientist,Divorced,140260,1.0,12,0,1.0,4,1,0,0,3,3,2.0,3.0,2.0,9.96,6.21,1458.3
38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,2629,Female,2,Sales Executive,Married,68930,0.0,17,0,16.0,3,15,5,8,3,3,4.0,2.0,3.0,7.66,7.89,1900.88
31,No,Travel_Rarely,Research & Development,10,4,Medical,2630,Female,3,Sales Executive,Married,61250,0.0,13,1,3.0,3,2,1,2,3,3,1.0,3.0,3.0,7.66,7.2,1735.62
38,No,Travel_Frequently,Research & Development,1,4,Other,2631,Male,2,Research Scientist,Married,36690,2.0,19,0,10.0,2,8,7,7,3,3,1.0,3.0,3.0,6.9,6.51,1580.72
42,No,Travel_Rarely,Research & Development,6,3,Medical,2632,Male,2,Laboratory Technician,Divorced,100080,6.0,19,1,9.0,3,4,1,2,1,3,4.0,1.0,2.0,9.2,9.82,2327.35
41,No,Travel_Rarely,Sales,2,2,Medical,2633,Male,1,Healthcare Representative,Married,23870,3.0,17,1,12.0,1,5,1,0,1,3,4.0,4.0,3.0,9.2,7.69,1823.02
47,No,Non-Travel,Research & Development,21,2,Medical,2634,Male,1,Sales Executive,Married,46390,0.0,11,1,14.0,2,13,5,12,2,3,3.0,2.0,1.0,10.73,7.18,1671.81
35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2635,Male,2,Healthcare Representative,Married,78980,7.0,15,0,5.0,2,2,2,2,2,3,4.0,3.0,3.0,7.28,10.43,2525.15
22,No,Travel_Rarely,Human Resources,12,1,Human Resources,2636,Male,2,Sales Executive,Single,25340,0.0,11,0,4.0,1,3,1,2,3,3,4.0,3.0,4.0,6.9,6.44,1563.88
35,No,Travel_Rarely,Research & Development,9,3,Medical,2637,Female,2,Sales Executive,Single,131420,1.0,25,2,10.0,4,10,0,8,3,4,2.0,3.0,3.0,9.96,8.02,1885.06
33,No,Travel_Rarely,Sales,3,4,Medical,2638,Male,3,Healthcare Representative,Married,16110,0.0,14,0,10.0,2,9,8,1,2,3,2.0,4.0,3.0,9.2,9.09,2155.48
32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,2639,Male,3,Manufacturing Director,Single,53630,1.0,13,0,6.0,4,6,4,1,3,3,3.0,2.0,3.0,7.66,7.0,1687.44
40,No,Travel_Rarely,Research & Development,1,4,Medical,2640,Male,2,Research Director,Married,50710,8.0,17,1,8.0,3,1,0,0,2,3,1.0,4.0,2.0,6.9,6.18,1502.92
32,No,Travel_Rarely,Research & Development,1,2,Medical,2641,Male,3,Sales Executive,Married,136950,0.0,13,0,3.0,3,2,2,2,3,3,2.0,2.0,3.0,11.88,6.0,1380.39
39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,2642,Male,1,Sales Executive,Single,134020,7.0,14,1,18.0,1,7,1,7,3,3,1.0,4.0,3.0,8.05,8.02,1923.98
38,No,Travel_Rarely,Sales,20,4,Medical,2643,Female,2,Research Director,Married,20290,3.0,11,1,20.0,3,18,1,11,2,3,2.0,3.0,3.0,11.88,8.02,1845.66
32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,2644,Male,2,Manager,Married,63770,1.0,12,2,14.0,3,14,5,7,3,3,3.0,4.0,3.0,7.28,7.89,1909.7
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2645,Female,4,Sales Executive,Married,54290,1.0,17,1,16.0,3,16,6,8,3,3,3.0,4.0,3.0,8.43,9.42,2250.85
25,No,Travel_Rarely,Research & Development,2,4,Medical,2646,Female,2,Manufacturing Director,Divorced,27850,0.0,21,0,6.0,2,5,0,4,3,4,1.0,3.0,2.0,11.11,8.03,1863.06
52,No,Non-Travel,Research & Development,2,4,Other,2647,Male,1,Manager,Divorced,46140,2.0,16,1,16.0,3,9,0,0,3,3,1.0,4.0,2.0,6.9,6.81,1655.33
44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,2648,Female,1,Sales Representative,Single,26100,6.0,15,0,6.0,2,4,1,2,3,3,2.0,4.0,3.0,5.75,10.77,2649.18
21,No,Travel_Rarely,Sales,10,5,Medical,2649,Male,3,Research Scientist,Single,66870,1.0,19,3,2.0,0,2,1,2,3,3,3.0,1.0,3.0,11.11,8.21,1904.65
39,No,Non-Travel,Research & Development,3,4,Life Sciences,2650,Female,2,Research Director,Single,47240,2.0,12,1,21.0,4,6,1,3,4,3,4.0,4.0,2.0,13.41,6.31,1427.19
23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,2651,Female,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0,3,3,4.0,1.0,2.0,10.73,7.96,1854.13
36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,2652,Female,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4,3,3,1.0,4.0,3.0,12.26,7.83,1793.17
36,No,Travel_Frequently,Research & Development,16,1,Medical,2653,Male,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2,2,3,4.0,2.0,3.0,8.81,7.83,1862.36
56,No,Non-Travel,Research & Development,8,1,Life Sciences,2654,Male,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9,2,4,3.0,3.0,2.0,10.34,6.62,1549.11
29,Yes,Travel_Rarely,Research & Development,9,4,Medical,2655,Male,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2,3,4,1.0,4.0,4.0,10.73,10.88,2534.33
42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,2656,Male,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14,2,4,1.0,3.0,2.0,9.58,7.38,1741.27
56,Yes,Travel_Rarely,Sales,10,4,Other,2657,Male,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8,3,4,4.0,3.0,1.0,9.58,6.81,1607.83
41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,2658,Female,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10,4,3,1.0,2.0,3.0,9.58,7.81,1843.75
34,No,Travel_Rarely,Sales,1,3,Medical,2659,Female,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7,3,3,4.0,3.0,3.0,11.49,7.36,1699.6
36,No,Non-Travel,Sales,1,1,Medical,2660,Female,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11,3,3,4.0,4.0,2.0,7.28,7.69,1861.89
41,No,Travel_Rarely,Research & Development,1,5,Medical,2661,Male,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4,3,3,3.0,2.0,3.0,8.81,7.08,1685.77
32,No,Travel_Rarely,Sales,9,4,Life Sciences,2662,Female,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2,3,3,4.0,1.0,3.0,9.2,6.7,1587.39
35,No,Travel_Rarely,Research & Development,16,3,Medical,2663,Female,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7,3,3,3.0,4.0,3.0,7.66,10.49,2527.16
38,No,Travel_Rarely,Research & Development,23,3,Medical,2664,Male,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9,2,4,1.0,4.0,3.0,6.51,6.91,1687.01
50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,2665,Female,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1,2,3,2.0,3.0,3.0,9.96,7.2,1691.22
36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,2666,Male,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0,2,3,2.0,4.0,2.0,8.05,6.3,1511.41
45,No,Travel_Rarely,Sales,24,3,Life Sciences,2667,Male,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1,4,3,4.0,3.0,3.0,10.73,6.08,1417.28
40,No,Travel_Rarely,Sales,10,4,Life Sciences,2668,Male,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2,3,3,3.0,3.0,3.0,10.73,6.22,1448.49
35,No,Travel_Frequently,Sales,7,2,Life Sciences,2669,Male,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2,2,4,3.0,3.0,4.0,6.13,8.38,2053.39
40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,2670,Male,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2,3,3,3.0,3.0,3.0,11.88,7.51,1726.55
35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,2671,Male,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1,3,3,3.0,4.0,3.0,12.64,6.9,1573.16
29,No,Travel_Rarely,Research & Development,1,3,Medical,2672,Male,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3,2,3,4.0,2.0,3.0,8.81,9.8,2331.23
29,No,Travel_Rarely,Research & Development,5,3,Medical,2673,Male,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4,3,3,4.0,1.0,1.0,13.41,6.12,1382.37
50,Yes,Travel_Rarely,Research & Development,17,3,Medical,2674,Male,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0,3,3,4.0,1.0,3.0,10.34,9.6,2245.62
39,No,Travel_Rarely,Sales,25,3,Medical,2675,Male,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6,4,3,2.0,4.0,2.0,10.73,7.49,1746.29
31,No,Non-Travel,Research & Development,8,4,Life Sciences,2676,Female,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7,3,3,2.0,1.0,3.0,9.96,7.26,1706.37
26,No,Travel_Rarely,Research & Development,11,4,Medical,2677,Male,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0,3,4,4.0,3.0,3.0,12.64,7.52,1715.25
36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,2678,Male,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3,3,3,3.0,4.0,3.0,6.51,7.7,1878.14
39,No,Travel_Rarely,Research & Development,2,1,Medical,2679,Female,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7,3,3,4.0,1.0,3.0,6.51,5.99,1460.92
27,No,Travel_Rarely,Research & Development,8,2,Medical,2680,Male,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3,3,4,2.0,2.0,3.0,8.43,9.3,2221.69
49,No,Travel_Frequently,Research & Development,6,1,Medical,2681,Male,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8,2,3,4.0,2.0,2.0,10.34,6.42,1501.32
34,No,Travel_Rarely,Sales,4,3,Medical,2682,Female,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2,3,3,2.0,3.0,4.0,11.49,6.47,1494.68
41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,2683,Female,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5,3,3,2.0,4.0,1.0,9.2,8.59,2036.83
49,No,Travel_Frequently,Sales,1,4,Life Sciences,2684,Female,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7,3,4,3.0,2.0,3.0,12.64,6.7,1527.08
37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2685,Male,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0,3,3,4.0,3.0,3.0,11.49,8.49,1961.66
33,No,Travel_Frequently,Research & Development,10,2,Medical,2686,Male,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0,3,3,4.0,3.0,3.0,11.49,9.52,2198.47
27,No,Travel_Rarely,Sales,5,4,Medical,2687,Female,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2,2,3,1.0,2.0,3.0,7.28,6.39,1545.66
32,No,Travel_Frequently,Research & Development,9,2,Medical,2688,Female,2,Research Scientist,Single,35000,0.0,16,1,8.0,2,7,3,6,2,3,4.0,4.0,2.0,9.2,7.25,1717.46
59,No,Travel_Rarely,Sales,2,2,Marketing,2689,Female,5,Sales Representative,Married,20660,4.0,12,1,12.0,3,1,0,0,3,3,3.0,1.0,2.0,8.43,9.97,2382.77
30,No,Travel_Rarely,Research & Development,11,4,Medical,2690,Male,2,Laboratory Technician,Divorced,171690,1.0,17,2,1.0,2,1,0,0,3,3,4.0,3.0,3.0,10.34,6.4,1496.82
38,No,Travel_Frequently,Sales,18,4,Life Sciences,2691,Male,2,Healthcare Representative,Single,41620,0.0,15,1,10.0,1,9,1,8,3,3,4.0,3.0,3.0,7.66,7.99,1925.64
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,2692,Male,1,Sales Executive,Married,92040,6.0,23,1,17.0,2,7,7,7,3,4,3.0,3.0,2.0,13.03,7.82,1775.26
35,No,Travel_Rarely,Human Resources,3,4,Human Resources,2693,Male,2,Manager,Married,32940,0.0,11,0,6.0,2,5,0,3,3,3,1.0,2.0,3.0,9.58,7.5,1769.51
29,No,Travel_Rarely,Sales,29,4,Life Sciences,2694,Male,2,Laboratory Technician,Single,21270,0.0,11,1,10.0,3,9,0,8,2,3,4.0,3.0,3.0,11.11,10.73,2489.2
31,No,Travel_Rarely,Research & Development,2,2,Medical,2695,Male,2,Laboratory Technician,Divorced,39750,1.0,15,1,5.0,3,5,4,3,3,3,1.0,3.0,2.0,8.43,6.34,1514.18
34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,2696,Male,1,Laboratory Technician,Divorced,107930,0.0,11,3,3.0,1,2,1,2,2,3,2.0,4.0,3.0,11.11,7.59,1760.76
28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,2697,Male,5,Research Director,Single,100960,2.0,13,0,6.0,2,4,0,3,3,3,3.0,3.0,3.0,6.9,10.51,2554.93
